,age,workclass, fnlwgt ,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hour-per-week,native-country,income
15574,39, Private," 177,181 ", 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
4910,55, Local-gov," 177,163 ", Masters,14, Widowed, Prof-specialty, Unmarried, White, Female,914,0,50, United-States, <=50K
25640,38, Private," 177,154 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29775,39, Private," 177,154 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
12930,26, Private," 177,147 ", Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,6849,0,65, United-States, <=50K
19159,25, Private," 177,147 ", Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27697,26, Private," 177,147 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
4104,21, Private," 177,125 ", Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
15460,22, Private," 177,125 ", Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
5994,35, Private," 177,121 ", HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
11060,72, ?," 177,121 ", Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States, <=50K
14066,38, Private," 177,121 ", Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,58, United-States, <=50K
22652,59, Private," 177,120 ", 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
890,29, Private," 177,119 ", Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,2174,0,45, United-States, <=50K
16037,28, Private," 177,119 ", Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, ?, <=50K
22279,27, Private," 177,119 ", Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
13398,49, Local-gov," 177,114 ", Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
16374,46, Private," 177,114 ", Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Female,0,0,27, United-States, <=50K
13568,22, Private," 177,107 ", Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
27477,35, Private," 177,102 ", HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
16607,23, Private," 177,087 ", 11th,7, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
31413,47, Private," 177,087 ", Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
10317,40, State-gov," 177,083 ", Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
11892,43, Private," 177,083 ", Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
23517,40, Private," 177,083 ", HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
25444,44, Private," 177,083 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
13315,39, Private," 177,075 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17905,27, Local-gov," 177,072 ", Some-college,10, Never-married, Prof-specialty, Other-relative, White, Male,0,0,16, United-States, <=50K
26341,27, Private," 177,072 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
31320,36, State-gov," 177,064 ", Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19025,27, Private," 177,057 ", HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
9259,26, State-gov," 177,035 ", 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20293,40, Private," 177,027 ", Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,7688,0,52, Japan, >50K
10494,48, Local-gov," 177,018 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20199,25, Private," 177,017 ", HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,1504,37, United-States, <=50K
14629,31, State-gov," 176,998 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
25359,32, Private," 176,998 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
5459,33, Private," 176,992 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17264,34, Private," 176,992 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25587,33, Private," 176,992 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27367,32, Private," 176,992 ", 10th,6, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23337,71, ?," 176,986 ", HS-grad,9, Widowed, ?, Unmarried, White, Male,0,0,24, United-States, <=50K
12802,26, Self-emp-inc," 176,981 ", Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
6538,28, Private," 176,972 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
19175,27, Private," 176,972 ", Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
3894,50, Federal-gov," 176,969 ", HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,1590,40, United-States, <=50K
15687,51, Private," 176,969 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
28600,31, Private," 176,969 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
17121,37, Private," 176,967 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
17812,26, ?," 176,967 ", 11th,7, Never-married, ?, Not-in-family, White, Female,0,0,65, United-States, <=50K
12686,61, Self-emp-not-inc," 176,965 ", Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
10997,39, State-gov," 176,949 ", Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, <=50K
16465,67, Local-gov," 176,931 ", 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
2038,50, Private," 176,924 ", 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
20027,48, Private," 176,917 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
27056,45, Private," 176,917 ", HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
16412,55, Private," 176,904 ", 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28637,55, Federal-gov," 176,904 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
936,37, Private," 176,900 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States, >50K
18497,57, ?," 176,897 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States, <=50K
32216,55, Private," 176,897 ", Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
24322,47, Private," 176,893 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,8614,0,44, United-States, >50K
25452,30, Private," 176,871 ", Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
13001,50, Self-emp-not-inc," 176,867 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,3781,0,40, United-States, <=50K
3685,46, Self-emp-not-inc," 176,863 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21141,31, Self-emp-not-inc," 176,862 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
5750,61, Private," 176,839 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
6715,61, Private," 176,839 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
24402,60, Self-emp-not-inc," 176,839 ", Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
27490,62, Private," 176,839 ", Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States, <=50K
19643,25, Private," 176,836 ", Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
8032,34, Private," 176,831 ", Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
23812,19, Local-gov," 176,831 ", Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
26127,31, Private," 176,831 ", 10th,6, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
3106,46, Private," 176,814 ", Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
6533,49, Private," 176,814 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
12600,49, Private," 176,814 ", Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,40, United-States, >50K
24230,45, Self-emp-not-inc," 176,814 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
1197,51, Local-gov," 176,813 ", Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
25796,62, Private," 176,811 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22417,48, Private," 176,810 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
230,65, Private," 176,796 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28759,65, Private," 176,796 ", Doctorate,16, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26493,26, Private," 176,795 ", Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
32264,27, Private," 176,761 ", HS-grad,9, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, Nicaragua, <=50K
28666,29, Private," 176,760 ", Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
17,25, Self-emp-not-inc," 176,756 ", HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
5641,35, Private," 176,756 ", 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
7500,37, Private," 176,756 ", Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1485,70, United-States, >50K
16549,25, Private," 176,756 ", Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29191,26, Private," 176,756 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
6364,61, Local-gov," 176,753 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
18343,62, ?," 176,753 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
9167,51, Local-gov," 176,751 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
9885,50, Self-emp-inc," 176,751 ", Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, >50K
24530,48, Private," 176,732 ", 9th,5, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19084,61, Local-gov," 176,731 ", HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
5868,25, Private," 176,729 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
17340,26, Private," 176,729 ", Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
28704,25, Private," 176,729 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
9110,27, State-gov," 176,727 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
15027,23, Private," 176,724 ", 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23575,29, Private," 176,723 ", Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
8767,42, Local-gov," 176,716 ", Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
11804,41, Local-gov," 176,716 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
13221,40, Private," 176,716 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31072,42, Private," 176,716 ", Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
2354,33, Private," 176,711 ", Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, England, <=50K
6186,33, Private," 176,711 ", Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
7791,33, Private," 176,711 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
10804,34, Private," 176,711 ", HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18377,31, Private," 176,711 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
23093,34, Private," 176,711 ", HS-grad,9, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
13804,63, Private," 176,696 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
6748,21, Private," 176,690 ", Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
30359,61, Private," 176,689 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
4293,49, Private," 176,684 ", Assoc-voc,11, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
26747,46, Private," 176,684 ", Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
4636,28, Private," 176,683 ", Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, France, <=50K
5600,29, Private," 176,683 ", Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
9935,27, Private," 176,683 ", HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
16962,28, Private," 176,683 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, United-States, >50K
22138,28, Private," 176,683 ", Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, >50K
24174,27, Private," 176,683 ", Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
28638,27, Private," 176,683 ", Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K
29737,27, Private," 176,683 ", HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
224,54, Private," 176,681 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,20, United-States, <=50K
21076,33, Private," 176,673 ", HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27944,34, Private," 176,673 ", Some-college,10, Never-married, Sales, Other-relative, Black, Female,0,0,35, United-States, <=50K
32305,30, Never-worked," 176,673 ", HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States, <=50K
18170,41, State-gov," 176,663 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
25947,38, Self-emp-not-inc," 176,657 ", Some-college,10, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
24636,34, Private," 176,648 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,42, United-States, <=50K
19773,59, Private," 176,647 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18854,36, Private," 176,634 ", Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
